S34,small,"(127, 107)","(135, 115)"
S35,small,"(40, 0)","(48, 8)"
M0,medium,"(75, 5)","(86, 12)"
M1,medium,"(123, 15)","(134, 22)"
M2,medium,"(125, 40)","(136, 47)"
M3,medium,"(67, 127)","(78, 134)"
M4,medium,"(49, 131)","(60, 138)"
M5,medium,"(12, 91)","(23, 98)"
M6,medium,"(101, 118)","(112, 125)"
M7,medium,"(36, 36)","(47, 43)"
M8,medium,"(35, 99)","(46, 106)"
M9,medium,"(67, 113)","(78, 120)"
M10,medium,"(140, 33)","(151, 40)"
M11,medium,"(78, 22)","(89, 29)"
M12,medium,"(97, 129)","(108, 136)"
M13,medium,"(100, 81)","(111, 88)"
M14,medium,"(2, 80)","(13, 87)"
L0,large,"(48, 16)","(60, 26)"
L1,large,"(49, 56)","(61, 66)"
L2,large,"(95, 44)","(107, 54)"
L3,large,"(131, 63)","(143, 73)"
L4,large,"(57, 84)","(69, 94)"
L5,large,"(9, 111)","(21, 121)"
L6,large,"(122, 151)","(134, 161)"
L7,large,"(133, 90)","(145, 100)"
L8,large,"(78, 157)","(90, 167)"
60,3,24523920.0,4
S0,small,"(37, 40)","(45, 48)"
S1,small,"(126, 30)","(134, 38)"
S2,small,"(52, 140)","(60, 148)"
S3,small,"(96, 13)","(104, 21)"
S4,small,"(117, 60)","(125, 68)"
S5,small,"(4, 149)","(12, 157)"
S6,small,"(129, 154)","(137, 162)"
S7,small,"(24, 29)","(32, 37)"
S8,small,"(151, 12)","(159, 20)"
S9,small,"(5, 7)","(13, 15)"
S10,small,"(46, 22)","(54, 30)"
S11,small,"(58, 23)","(66, 31)"
S12,small,"(7, 29)","(15, 37)"
S13,small,"(65, 136)","(73, 144)"
S14,small,"(95, 140)","(103, 148)"
S15,small,"(117, 47)","(125, 55)"
S16,small,"(87, 153)","(95, 161)"
S17,small,"(77, 39)","(85, 47)"
S18,small,"(64, 148)","(72, 156)"
S19,small,"(81, 134)","(89, 142)"
S20,small,"(53, 157)","(61, 165)"
S21,small,"(145, 54)","(153, 62)"
S22,small,"(131, 50)","(139, 58)"
S23,small,"(19, 157)","(27, 165)"
S24,small,"(134, 9)","(142, 17)"
S25,small,"(82, 5)","(90, 13)"
S26,small,"(130, 140)","(138, 148)"
S27,small,"(110, 145)","(118, 153)"
S28,small,"(38, 157)","(46, 165)"
S29,small,"(33, 134)","(41, 142)"
S30,small,"(1, 109)","(9, 117)"
S31,small,"(8, 138)","(16, 146)"
S32,small,"(104, 156)","(112, 164)"
S33,small,"(120, 0)","(128, 8)"
S34,small,"(32, 145)","(40, 153)"
S35,small,"(7, 71)","(15, 79)"
M0,medium,"(82, 25)","(93, 32)"
M1,medium,"(151, 1)","(162, 8)"
M2,medium,"(23, 86)","(34, 93)"
M3,medium,"(102, 1)","(113, 8)"
M4,medium,"(110, 15)","(121, 22)"
M5,medium,"(15, 103)","(26, 110)"
M6,medium,"(41, 6)","(52, 13)"
M7,medium,"(151, 87)","(162, 94)"
M8,medium,"(125, 125)","(136, 132)"
M9,medium,"(123, 103)","(134, 110)"
M10,medium,"(57, 41)","(68, 48)"
M11,medium,"(142, 102)","(153, 109)"
M12,medium,"(63, 1)","(74, 8)"
M13,medium,"(4, 125)","(15, 132)"
M14,medium,"(146, 140)","(157, 147)"
L0,large,"(24, 117)","(36, 127)"
L1,large,"(148, 158)","(160, 168)"
L2,large,"(147, 120)","(159, 130)"
L3,large,"(31, 57)","(43, 67)"
L4,large,"(101, 30)","(113, 40)"
L5,large,"(10, 46)","(22, 56)"
L6,large,"(21, 6)","(33, 16)"
L7,large,"(141, 29)","(153, 39)"
L8,large,"(132, 72)","(144, 82)"
40,2,23110740.0,3
S0,small,"(71, 32)","(79, 40)"
S1,small,"(81, 45)","(89, 53)"
S2,small,"(68, 13)","(76, 21)"
S3,small,"(69, 0)","(77, 8)"
S4,small,"(82, 34)","(90, 42)"
S5,small,"(79, 19)","(87, 27)"
S6,small,"(80, 0)","(88, 8)"
S7,small,"(93, 30)","(101, 38)"
S8,small,"(90, 17)","(98, 25)"
S9,small,"(91, 0)","(99, 8)"
S10,small,"(93, 41)","(101, 49)"
S11,small,"(104, 31)","(112, 39)"
S12,small,"(101, 18)","(109, 26)"
S13,small,"(115, 24)","(123, 32)"
S14,small,"(102, 0)","(110, 8)"
S15,small,"(126, 20)","(134, 28)"
S16,small,"(65, 56)","(73, 64)"
S17,small,"(77, 56)","(85, 64)"
S18,small,"(49, 60)","(57, 68)"
S19,small,"(88, 56)","(96, 64)"
S20,small,"(104, 42)","(112, 50)"
S21,small,"(115, 35)","(123, 43)"
S22,small,"(151, 33)","(159, 41)"
S23,small,"(101, 55)","(109, 63)"
M0,medium,"(37, 0)","(48, 7)"
M1,medium,"(0, 120)","(11, 127)"
M2,medium,"(66, 45)","(77, 52)"
M3,medium,"(54, 0)","(65, 7)"
M4,medium,"(53, 13)","(64, 20)"
M5,medium,"(56, 25)","(67, 32)"
M6,medium,"(38, 11)","(49, 18)"
M7,medium,"(41, 24)","(52, 31)"
M8,medium,"(49, 38)","(60, 45)"
M9,medium,"(50, 49)","(61, 56)"
L0,large,"(0, 56)","(12, 66)"
L1,large,"(122, 167)","(134, 177)"
L2,large,"(122, 0)","(134, 10)"
L3,large,"(46, 167)","(58, 177)"
L4,large,"(147, 84)","(159, 94)"
L5,large,"(70, 94)","(82, 104)"
60,2,23915250.0,5
S0,small,"(117.45518194927706, 20.422286588625308)","(125.45518194927706, 28.422286588625308)"
S1,small,"(88.05117512711485, 51.062456182356094)","(96.05117512711485, 59.062456182356094)"
S2,small,"(61.591887243683686, 25.26452626728621)","(69.59188724368369, 33.264526267286215)"
S3,small,"(45.86297969092725, 15.927198103882555)","(53.86297969092725, 23.927198103882553)"
S4,small,"(150.93662240563933, 105.42936843509415)","(158.93662240563933, 113.42936843509415)"
S5,small,"(99.2376241567347, 91.92490588129752)","(107.2376241567347, 99.92490588129752)"
S6,small,"(114.29109066207067, 166.10127766098404)","(122.29109066207067, 174.10127766098404)"
S7,small,"(77.68982203697861, 127.8202087111993)","(85.68982203697861, 135.8202087111993)"
S8,small,"(67.42812179295538, 169.55109355222794)","(75.42812179295538, 177.55109355222794)"
S9,small,"(80.88996060591558, 171.1895819709522)","(88.88996060591558, 179.1895819709522)"
S10,small,"(61.65080496017583, 76.2966331435414)","(69.65080496017583, 84.2966331435414)"
S11,small,"(68.26344309431622, 55.43452339143125)","(76.26344309431622, 63.43452339143125)"
S12,small,"(75.75311860297062, 71.24823604158104)","(83.75311860297062, 79.24823604158104)"
S13,small,"(65.60413164297232, 121.06260364104683)","(73.60413164297232, 129.06260364104685)"
S14,small,"(64.0330150751171, 10.437993676132905)","(72.0330150751171, 18.437993676132905)"
S15,small,"(108.88618078299245, 59.51193052667098)","(116.88618078299245, 67.51193052667098)"
S16,small,"(114.65872844877467, 74.98184081105195)","(122.65872844877467, 82.98184081105195)"
S17,small,"(138.3119975327158, 96.61477373513371)","(146.3119975327158, 104.61477373513371)"
S18,small,"(59.275499933012945, 105.28158773257094)","(67.27549993301295, 113.28158773257094)"
S19,small,"(125.93641653332344, 89.81804273044582)","(133.93641653332344, 97.81804273044582)"
S20,small,"(142.92446690362706, 117.11508490186652)","(150.92446690362706, 125.11508490186652)"
S21,small,"(31.078019123238228, 59.946761311388116)","(39.07801912323823, 67.94676131138812)"
S22,small,"(151.17414170668494, 52.52469331314239)","(159.17414170668494, 60.52469331314239)"
S23,small,"(42.178146606994744, 28.57883849338917)","(50.178146606994744, 36.57883849338917)"
S24,small,"(124.41927317497758, 131.26104164749555)","(132.41927317497758, 139.26104164749555)"
S25,small,"(76.01126708261044, 151.8528995623873)","(84.01126708261044, 159.8528995623873)"
S26,small,"(98.55073364957028, 168.57213143108717)","(106.55073364957028, 176.57213143108717)"
S27,small,"(115.79702164302697, 86.04971901843972)","(123.79702164302697, 94.04971901843972)"
S28,small,"(46.87611948534215, 121.25755690046572)","(54.87611948534215, 129.25755690046572)"
S29,small,"(75.02518535681983, 103.22125478768399)","(83.02518535681983, 111.22125478768399)"
S30,small,"(113.66897386600857, 111.66132028998265)","(121.66897386600857, 119.66132028998265)"
S31,small,"(41.643740497798426, 110.41531489146074)","(49.643740497798426, 118.41531489146074)"
S32,small,"(3.3678716073069443, 85.28608160489574)","(11.367871607306945, 93.28608160489574)"
S33,small,"(130.52153385963467, 119.16068806294781)","(138.52153385963467, 127.16068806294781)"
S34,small,"(5.165404317156398, 111.3982849808968)","(13.165404317156398, 119.3982849808968)"
S35,small,"(2.8987947488323327, 73.85884915946006)","(10.898794748832334, 81.85884915946006)"
M0,medium,"(98.79811730316055, 3.722382425311813)","(109.79811730316055, 10.722382425311814)"
M1,medium,"(81.03143848529501, 116.24469719198456)","(92.03143848529501, 123.24469719198456)"
M2,medium,"(1.6139021570642362, 57.49429346985395)","(12.613902157064237, 64.49429346985394)"
M3,medium,"(78.73642489219647, 23.94561854206849)","(89.73642489219647, 30.94561854206849)"
M4,medium,"(34.271722066477224, 41.480349441491654)","(45.271722066477224, 48.480349441491654)"
M5,medium,"(52.79448003070919, 162.65987402808963)","(63.79448003070919, 169.65987402808963)"
M6,medium,"(16.543320727996623, 108.25927128717699)","(27.543320727996623, 115.25927128717699)"
M7,medium,"(58.50525000082584, 39.362169728798676)","(69.50525000082584, 46.362169728798676)"
M8,medium,"(113.48815650099813, 101.02537451282548)","(124.48815650099813, 108.02537451282548)"
M9,medium,"(42.48760379682487, 61.04270711863611)","(53.48760379682487, 68.04270711863612)"
M10,medium,"(47.48959554720096, 82.9366733284953)","(58.48959554720096, 89.9366733284953)"
M11,medium,"(94.98867247543109, 19.269403598632753)","(105.98867247543109, 26.269403598632753)"
M12,medium,"(73.85663672909946, 45.13631950233186)","(84.85663672909946, 52.13631950233186)"
M13,medium,"(22.15393567649051, 73.37787925628427)","(33.153935676490505, 80.37787925628427)"
M14,medium,"(87.3399899398796, 104.21124868133828)","(98.3399899398796, 111.21124868133828)"
L0,large,"(94.72086055917892, 140.89910858888703)","(106.72086055917892, 150.89910858888703)"
L1,large,"(145.17349405883652, 72.14335538927386)","(157.17349405883652, 82.14335538927386)"
L2,large,"(123.79934763510833, 57.606180641129825)","(135.79934763510835, 67.60618064112982)"
L3,large,"(140.47092491228113, 32.89212571237256)","(152.47092491228113, 42.89212571237256)"
L4,large,"(102.53038471939249, 41.17646346515686)","(114.53038471939249, 51.17646346515686)"
L5,large,"(51.724784555563836, 137.5569839939919)","(63.724784555563836, 147.5569839939919)"
L6,large,"(120.88038996070586, 148.16096129370743)","(132.88038996070586, 158.16096129370743)"
L7,large,"(23.680934743617925, 89.28092474632415)","(35.680934743617925, 99.28092474632415)"
L8,large,"(19, 87)","(31, 97)"
60,3,24423630.0,5
S0,small,"(117.1033900379918, 39.885762831751286)","(125.1033900379918, 47.885762831751286)"
S1,small,"(108.61821478142562, 137.85815035403343)","(116.61821478142562, 145.85815035403343)"
S2,small,"(146.1318389754228, 112.47797033399637)","(154.1318389754228, 120.47797033399637)"
S3,small,"(105.02493467898424, 161.45621786169954)","(113.02493467898424, 169.45621786169954)"
S4,small,"(116.68230916219196, 157.5798734984734)","(124.68230916219196, 165.5798734984734)"
S5,small,"(16.09770945713138, 169.66037587426376)","(24.09770945713138, 177.66037587426376)"
S6,small,"(147.7918093114625, 170.36999351644843)","(155.7918093114625, 178.36999351644843)"
S7,small,"(45.72649261081244, 171.66297400101863)","(53.72649261081244, 179.66297400101863)"
S8,small,"(94.17792086418895, 170.09317554034868)","(102.17792086418895, 178.09317554034868)"
S9,small,"(56.190183252339146, 165.1776345541756)","(64.19018325233915, 173.1776345541756)"
S10,small,"(1.6991358081756616, 47.74091511489562)","(9.699135808175662, 55.74091511489562)"
S11,small,"(34.06415127699531, 169.71045080392136)","(42.06415127699531, 177.71045080392136)"
S12,small,"(95.43529141114902, 29.46421037657965)","(103.43529141114902, 37.46421037657965)"
S13,small,"(145.45804180001826, 2.8331673592150817)","(153.45804180001826, 10.833167359215082)"
S14,small,"(6.99148464369794, 12.348599149347327)","(14.991484643697941, 20.34859914934733)"
S15,small,"(106.74864328024495, 20.246802652886863)","(114.74864328024495, 28.246802652886863)"
S16,small,"(140.04438929693706, 141.17928203577947)","(148.04438929693706, 149.17928203577947)"
S17,small,"(124.85470752213803, 142.96876946636)","(132.85470752213803, 150.96876946636)"
S18,small,"(48.0765038023408, 1.97480839513823)","(56.0765038023408, 9.97480839513823)"
S19,small,"(98.06378943818844, 131.47376221724465)","(106.06378943818844, 139.47376221724465)"
S20,small,"(32.82089179116929, 137.9258882124433)","(40.82089179116929, 145.9258882124433)"
S21,small,"(26.571315903960496, 156.92619486430675)","(34.571315903960496, 164.92619486430675)"
S22,small,"(56.933781584361846, 151.42674706246913)","(64.93378158436184, 159.42674706246913)"
S23,small,"(128.7915667936634, 36.04761561746454)","(136.7915667936634, 44.04761561746454)"
S24,small,"(121.79143322581704, 70.69225868470836)","(129.79143322581706, 78.69225868470836)"
S25,small,"(27.247930478357244, 52.00516167962842)","(35.24793047835725, 60.00516167962842)"
S26,small,"(124.88763032843798, 109.39722606646102)","(132.88763032843798, 117.39722606646102)"
S27,small,"(144.1489971979924, 47.81584873116089)","(152.1489971979924, 55.81584873116089)"
S28,small,"(34.55731762462238, 88.93679038335614)","(42.55731762462238, 96.93679038335614)"
S29,small,"(22.95046649419985, 2.4279281104657606)","(30.95046649419985, 10.42792811046576)"
S30,small,"(82.03689461500679, 170.29160421296515)","(90.03689461500679, 178.29160421296515)"
S31,small,"(131.4727941796087, 161.4354931316333)","(139.4727941796087, 169.4354931316333)"
S32,small,"(143.8068884535138, 36.486558418844325)","(151.8068884535138, 44.486558418844325)"
S33,small,"(132.22744630586615, 122.78748533650577)","(140.22744630586615, 130.78748533650577)"
S34,small,"(118.53322056968636, 126.01474395014779)","(126.53322056968636, 134.0147439501478)"
S35,small,"(9.630925951705215, 26.823840161881517)","(17.630925951705215, 34.82384016188152)"
M0,medium,"(148.58511925133826, 83.17717742455211)","(159.58511925133826, 90.17717742455211)"
M1,medium,"(88.2329941455535, 151.14083452307028)","(99.2329941455535, 158.14083452307028)"
M2,medium,"(16.96281396707233, 136.13600856033972)","(27.96281396707233, 143.13600856033972)"
M3,medium,"(45.56045475515313, 13.119089206229798)","(56.56045475515313, 20.1190892062298)"
M4,medium,"(129.24666521685236, 172.8818654077717)","(140.24666521685236, 179.8818654077717)"
M5,medium,"(124.71186287247295, 0.4201051753423426)","(135.71186287247295, 7.420105175342343)"
M6,medium,"(89.57685049595447, 13.630379045503467)","(100.57685049595447, 20.630379045503467)"
M7,medium,"(12.59884880296206, 123.03325091494963)","(23.59884880296206, 130.03325091494963)"
M8,medium,"(109.16167146171159, 172.9873126589624)","(120.16167146171159, 179.9873126589624)"
M9,medium,"(147.87783021445165, 99.19346505991585)","(158.87783021445165, 106.19346505991585)"
M10,medium,"(10.275743757856478, 89.62392451240704)","(21.27574375785648, 96.62392451240704)"
M11,medium,"(19.93696091397321, 16.732749890315446)","(30.93696091397321, 23.732749890315446)"
M12,medium,"(148.30912382932783, 130.28717941089235)","(159.30912382932783, 137.28717941089235)"
M13,medium,"(73.30004546790525, 147.52230526999367)","(84.30004546790525, 154.52230526999367)"
M14,medium,"(59.82113342145787, 5.1924715831607)","(70.82113342145787, 12.1924715831607)"
L0,large,"(2.699293992327866, 64.48914826877039)","(14.699293992327867, 74.48914826877039)"
L1,large,"(21.2007290363157, 66.15129285650738)","(33.2007290363157, 76.15129285650738)"
L2,large,"(142.8687128407056, 62.32113144131833)","(154.8687128407056, 72.32113144131833)"
L3,large,"(73.51042651338807, 39.88941108847151)","(85.51042651338807, 49.88941108847151)"
L4,large,"(53.536748129836354, 32.19314515808023)","(65.53674812983635, 42.19314515808023)"
L5,large,"(136.82272075366615, 19.994227638306516)","(148.82272075366615, 29.994227638306516)"
L6,large,"(19.039394893297985, 105.77652977620978)","(31.039394893297985, 115.77652977620978)"
L7,large,"(53.174292905544796, 132.83317034864086)","(65.1742929055448, 142.83317034864086)"
L8,large,"(125, 85)","(137, 95)"
60,3,24281010.0,5
S0,small,"(65.0194518080434, 169.30397422788414)","(73.0194518080434, 177.30397422788414)"
S1,small,"(50.73032641586098, 171.66979854324276)","(58.73032641586098, 179.66979854324276)"
S2,small,"(100.03342071377222, 160.13944883137)","(108.03342071377222, 168.13944883137)"
S3,small,"(29.978771938932315, 60.43030566924054)","(37.97877193893231, 68.43030566924054)"
S4,small,"(119.8431481647181, 149.6422168980143)","(127.8431481647181, 157.6422168980143)"
S5,small,"(2.222849765566628, 170.71560930374616)","(10.222849765566629, 178.71560930374616)"
S6,small,"(0.5034225635308918, 31.47287189987178)","(8.503422563530892, 39.47287189987178)"
S7,small,"(141.8236023738185, 156.02286078736617)","(149.8236023738185, 164.02286078736617)"
S8,small,"(96.65541183086377, 171.734544859467)","(104.65541183086377, 179.734544859467)"
S9,small,"(26.668535967357098, 168.3331852523548)","(34.6685359673571, 176.3331852523548)"
S10,small,"(33.644252996838496, 105.09903923405821)","(41.644252996838496, 113.09903923405821)"
S11,small,"(139.2706075372453, 168.81560950723218)","(147.2706075372453, 176.81560950723218)"
S12,small,"(87.96297296947385, 40.21029148814798)","(95.96297296947385, 48.21029148814798)"
S13,small,"(18.62155481144465, 37.042575232683724)","(26.62155481144465, 45.042575232683724)"
S14,small,"(50.98151307631686, 21.3371673048215)","(58.98151307631686, 29.3371673048215)"
S15,small,"(38.671354073959385, 9.17905990783187)","(46.671354073959385, 17.17905990783187)"
S16,small,"(99.93731381790158, 149.6009167203169)","(107.93731381790158, 157.6009167203169)"
S17,small,"(110.10623350913647, 159.57552578525878)","(118.10623350913647, 167.57552578525878)"
S18,small,"(134.3789776840774, 75.74333975296476)","(142.3789776840774, 83.74333975296476)"
S19,small,"(9.176638107973023, 97.29791392726533)","(17.176638107973023, 105.29791392726533)"
S20,small,"(30.890019249287782, 154.1857010644754)","(38.89001924928778, 162.1857010644754)"
S21,small,"(132.4103315360067, 62.040526181518445)","(140.4103315360067, 70.04052618151844)"
S22,small,"(109.67182368260221, 29.885322616448853)","(117.67182368260221, 37.88532261644885)"
S23,small,"(10.366593742646195, 159.56360160821544)","(18.366593742646195, 167.56360160821544)"
S24,small,"(96.41075687904609, 12.173384766607054)","(104.41075687904609, 20.173384766607054)"
S25,small,"(125.65244798723468, 124.89771449281713)","(133.65244798723467, 132.89771449281713)"
S26,small,"(7.874916548763943, 133.17544162278702)","(15.874916548763943, 141.17544162278702)"
S27,small,"(151.62441355626086, 141.01919196233857)","(159.62441355626086, 149.01919196233857)"
S28,small,"(123.98158122419403, 107.5420058866646)","(131.98158122419403, 115.5420058866646)"
S29,small,"(19.76684108838053, 94.08235785488843)","(27.76684108838053, 102.08235785488843)"
S30,small,"(5.091361996910027, 18.355266450497528)","(13.091361996910027, 26.355266450497528)"
S31,small,"(128.83744822064546, 44.70244965886274)","(136.83744822064546, 52.70244965886274)"
S32,small,"(2.5363352012066294, 112.0185960297167)","(10.53633520120663, 120.0185960297167)"
S33,small,"(28.162232315720413, 83.71028458589716)","(36.162232315720416, 91.71028458589716)"
S34,small,"(54.957449411277175, 33.74457062435503)","(62.957449411277175, 41.74457062435503)"
S35,small,"(131.93955965823446, 138.3742631821883)","(139.93955965823446, 146.3742631821883)"
M0,medium,"(116.93260638915208, 58.48145952695962)","(127.93260638915208, 65.48145952695961)"
M1,medium,"(23.459465755582187, 143.63222815073507)","(34.45946575558219, 150.63222815073507)"
M2,medium,"(135.49464527181266, 109.52011304718101)","(146.49464527181266, 116.52011304718101)"
M3,medium,"(107.93490693231536, 16.15007587800453)","(118.93490693231536, 23.15007587800453)"
M4,medium,"(88.73186080817388, 0.20150878234912029)","(99.73186080817388, 7.20150878234912)"
M5,medium,"(147.79025457626412, 62.735768696299985)","(158.79025457626412, 69.73576869629998)"
